time,send_or_recv,id,communicating_agent
2024-07-26 08:54:18.187083,SEND,e249c93c-7311-434c-8ba6-e4a294a3c2e6,scp_Main_Node@localhost
2024-07-26 08:54:18.191530,SEND,1a11e0fd-d9fa-43d7-9ad4-87016f86e9fd,scp_Main_Node@localhost
2024-07-26 08:54:38.219649,RECEIVE,400ce9fa-ec22-474f-9ae7-0223b3c579b2,scp_main_node@localhost
2024-07-26 08:58:52.745465,SEND,cd1f84ae-83bf-4a63-8742-71babc87e23d,scp_Main_Node@localhost
2024-07-26 08:59:12.761731,RECEIVE,5616e3d4-e331-43ed-adbd-2ac7bd38e9fa,scp_main_node@localhost
2024-07-26 09:00:04.424899,SEND,4d97257f-263e-4b30-bfc3-140e790eca28,scp_Main_Node@localhost
2024-07-26 09:00:04.426899,RECEIVE,5616e3d4-e331-43ed-adbd-2ac7bd38e9fa,scp_main_node@localhost
2024-07-26 09:02:54.621423,SEND,5c757c03-f275-47b3-9c88-72b24c3829e6,scp_Main_Node@localhost
2024-07-26 09:02:54.622404,RECEIVE,287976ba-ca09-4ac8-a3e9-6f44afad7d5a,scp_main_node@localhost
2024-07-26 09:05:55.772397,SEND,eb79ae22-993e-449d-bd14-7b1f48f3abfb,scp_Main_Node@localhost
2024-07-26 09:05:55.776401,RECEIVE,287976ba-ca09-4ac8-a3e9-6f44afad7d5a,scp_main_node@localhost
2024-07-26 09:06:44.707647,SEND,a582e7d8-24f6-4d8e-9d05-8b7ce1c6a635,scp_Main_Node@localhost
2024-07-26 09:06:44.709648,RECEIVE,f6e5c447-190b-48b3-b7ec-118ad3da49e8,scp_main_node@localhost
2024-07-26 09:07:36.809230,SEND,46f88d87-df04-480c-80e7-cfab3987bc77,scp_Main_Node@localhost
2024-07-26 09:07:36.810230,RECEIVE,f6e5c447-190b-48b3-b7ec-118ad3da49e8,scp_main_node@localhost
2024-07-26 09:12:34.241423,SEND,f35e2f9b-aba8-4b52-a7a7-f9036c4ab595,scp_Main_Node@localhost
2024-07-26 09:12:34.244928,RECEIVE,138dfdc5-da8c-4c98-83c0-6b679443fb14,scp_main_node@localhost
2024-07-26 09:13:35.618508,SEND,d362dbf6-d70e-445b-ba55-4c48fb2dba9b,scp_Main_Node@localhost
2024-07-26 09:13:35.619508,RECEIVE,138dfdc5-da8c-4c98-83c0-6b679443fb14,scp_main_node@localhost
2024-07-26 09:14:33.923179,SEND,f649ccc6-07dc-4cc9-a00a-9810e1d74ebd,scp_Main_Node@localhost
2024-07-26 09:14:33.927180,RECEIVE,6d3b6c60-9228-4a51-9f70-eca8a0368f43,scp_main_node@localhost
2024-07-26 09:15:24.943496,SEND,f2bcc705-ea06-4a05-af45-9e42edeca1dd,scp_Main_Node@localhost
2024-07-26 09:15:24.944496,RECEIVE,6d3b6c60-9228-4a51-9f70-eca8a0368f43,scp_main_node@localhost
2024-07-26 09:16:13.174218,SEND,4815a867-3acf-4f35-8915-09d39397c7a3,scp_Main_Node@localhost
2024-07-26 09:16:13.177726,RECEIVE,b16608a1-5511-4823-bc2d-3bb230afcab6,scp_main_node@localhost
2024-07-26 09:16:59.191987,SEND,7aa86cbc-b913-4a08-9872-ef34200ea56c,scp_Main_Node@localhost
2024-07-26 09:16:59.191987,RECEIVE,b16608a1-5511-4823-bc2d-3bb230afcab6,scp_main_node@localhost
2024-07-26 09:19:44.230749,SEND,c8cc2c28-c849-445f-b407-0912a561c42c,scp_Main_Node@localhost
2024-07-26 09:19:44.233255,RECEIVE,4cfb8274-ec0a-412e-a846-ee194fedc849,scp_main_node@localhost
2024-07-26 09:22:12.996938,SEND,09ccb5f0-b3ba-4f81-8dd2-413471f4bca7,scp_Main_Node@localhost
2024-07-26 09:22:12.996938,RECEIVE,4cfb8274-ec0a-412e-a846-ee194fedc849,scp_main_node@localhost
2024-07-26 09:23:21.421020,SEND,55eb25d6-1a90-4ba3-85cb-860ffd73b96a,scp_Main_Node@localhost
2024-07-26 09:23:21.422023,RECEIVE,2d046c5e-24fc-46d9-b2a0-da1e1f55cbdd,scp_main_node@localhost
2024-07-26 09:24:05.710744,SEND,ab1c85b4-f639-45ed-b070-43c0879887b3,scp_Main_Node@localhost
2024-07-26 09:24:05.712247,RECEIVE,2d046c5e-24fc-46d9-b2a0-da1e1f55cbdd,scp_main_node@localhost
2024-07-26 09:24:47.124243,SEND,28cdcb79-f933-46fd-a734-3958f4892def,scp_Main_Node@localhost
2024-07-26 09:24:47.126246,RECEIVE,cf4549af-5144-49e8-852b-596e0b2aa22d,scp_main_node@localhost
2024-07-26 09:25:34.162350,SEND,a7626a33-c93d-4bba-b6fa-6f3c3ed6434f,scp_Main_Node@localhost
2024-07-26 09:25:34.164350,RECEIVE,cf4549af-5144-49e8-852b-596e0b2aa22d,scp_main_node@localhost
2024-07-26 09:26:13.757141,SEND,394a8c4b-94d3-4232-b301-b682d99d7b1b,scp_Main_Node@localhost
2024-07-26 09:26:13.761147,RECEIVE,2c6509be-44c0-4daf-82c1-2d401287f9a0,scp_main_node@localhost
2024-07-26 09:26:56.535827,SEND,87969e34-555b-4ea4-a810-8d0b52501b0b,scp_Main_Node@localhost
2024-07-26 09:26:56.536831,RECEIVE,2c6509be-44c0-4daf-82c1-2d401287f9a0,scp_main_node@localhost
2024-07-26 09:27:39.827908,SEND,60af8d44-2e51-40e6-8ad0-5ef18bb026b3,scp_Main_Node@localhost
2024-07-26 09:27:39.830908,RECEIVE,bdec6f72-7736-4ea3-a975-7531612098ae,scp_main_node@localhost
2024-07-26 09:28:27.141633,SEND,58327aa5-3114-468c-9be9-25bf02034dd4,scp_Main_Node@localhost
2024-07-26 09:28:27.142632,RECEIVE,bdec6f72-7736-4ea3-a975-7531612098ae,scp_main_node@localhost
2024-07-26 09:29:16.752071,SEND,83469f22-0dfe-4e92-9fa4-87818c89c5cc,scp_Main_Node@localhost
2024-07-26 09:29:16.755072,RECEIVE,526ec0af-fd4d-46e8-a5cf-5fd150c3c57d,scp_main_node@localhost
2024-07-26 09:30:02.493210,SEND,11784654-63d2-406c-a61c-6b04c7e23d25,scp_Main_Node@localhost
2024-07-26 09:30:02.493210,RECEIVE,526ec0af-fd4d-46e8-a5cf-5fd150c3c57d,scp_main_node@localhost
2024-07-26 09:30:54.293952,SEND,a4104569-70dc-48c1-8f76-ffc72e6a97e0,scp_Main_Node@localhost
2024-07-26 09:30:54.294952,RECEIVE,801546d4-694b-4d7e-af6d-c76776e78b1d,scp_main_node@localhost
2024-07-26 09:31:42.403966,SEND,e20eedc4-8da5-4afa-894b-c7595a71aabc,scp_Main_Node@localhost
2024-07-26 09:31:42.405469,RECEIVE,801546d4-694b-4d7e-af6d-c76776e78b1d,scp_main_node@localhost
2024-07-26 09:32:32.824559,SEND,91df77e9-5891-4141-a0f4-16968af64643,scp_Main_Node@localhost
2024-07-26 09:32:32.827060,RECEIVE,3a546190-bcbf-4606-a4b5-c9063a3f0978,scp_main_node@localhost
2024-07-26 09:33:23.167536,SEND,616888ea-9d57-4869-84ad-2c53dc1c770b,scp_Main_Node@localhost
2024-07-26 09:33:23.169039,RECEIVE,3a546190-bcbf-4606-a4b5-c9063a3f0978,scp_main_node@localhost
2024-07-26 09:34:23.633139,SEND,4047c2dd-c00e-4912-acfe-22c4b6b40c5c,scp_Main_Node@localhost
2024-07-26 09:34:23.635142,RECEIVE,6e99c6c2-07e5-49f3-9fb3-8617e18a02d2,scp_main_node@localhost
2024-07-26 09:35:16.045615,SEND,844cd4b3-41d4-4e43-8756-05d55d68cbcc,scp_Main_Node@localhost
2024-07-26 09:35:16.047615,RECEIVE,6e99c6c2-07e5-49f3-9fb3-8617e18a02d2,scp_main_node@localhost
2024-07-26 09:36:08.303947,SEND,5ebd772a-284f-40b1-acb5-313421f56cde,scp_Main_Node@localhost
2024-07-26 09:36:08.307454,RECEIVE,aea854b8-6cb6-4869-bffa-d2660681266a,scp_main_node@localhost
2024-07-26 09:36:56.315058,SEND,df12184a-b4f5-4c6d-8ad1-34cd25ef82dc,scp_Main_Node@localhost
2024-07-26 09:36:56.317562,RECEIVE,aea854b8-6cb6-4869-bffa-d2660681266a,scp_main_node@localhost
2024-07-26 09:37:47.042703,SEND,91eb782c-5a54-4df4-b3e5-6b4b9352402b,scp_Main_Node@localhost
2024-07-26 09:37:47.046703,RECEIVE,faddd724-2de2-4a38-9f2c-3367a1fc6c5e,scp_main_node@localhost
2024-07-26 09:38:40.828854,SEND,52d08d4b-381e-4a32-ada2-b279c85a20ea,scp_Main_Node@localhost
2024-07-26 09:38:40.829853,RECEIVE,faddd724-2de2-4a38-9f2c-3367a1fc6c5e,scp_main_node@localhost
2024-07-26 09:39:34.076693,SEND,d82aaccf-d225-4581-90eb-c8c641a98364,scp_Main_Node@localhost
2024-07-26 09:39:34.077693,RECEIVE,fcf84f82-9b77-458d-8950-6265d3717d25,scp_main_node@localhost
2024-07-26 09:40:23.524974,SEND,67324051-2c3c-40de-8859-9781a8e7b4e4,scp_Main_Node@localhost
2024-07-26 09:40:23.526978,RECEIVE,fcf84f82-9b77-458d-8950-6265d3717d25,scp_main_node@localhost
2024-07-26 09:41:13.644444,SEND,5d47d4b7-b6c0-455c-a8e0-4dde34639cf5,scp_Main_Node@localhost
2024-07-26 09:41:13.646946,RECEIVE,f9cc167f-2a5e-491f-845e-9da22e8334b1,scp_main_node@localhost
2024-07-26 09:42:02.043629,SEND,0df0f8f5-79b5-4ffb-ac1e-7d6af74bd752,scp_Main_Node@localhost
2024-07-26 09:42:02.044629,RECEIVE,f9cc167f-2a5e-491f-845e-9da22e8334b1,scp_main_node@localhost
2024-07-26 09:42:49.182256,SEND,a113d96e-689f-4874-a94f-034c6c96158c,scp_Main_Node@localhost
2024-07-26 09:42:49.186176,RECEIVE,4c087d41-e55e-46fb-bb53-f0d18598f48d,scp_main_node@localhost
2024-07-26 09:43:59.623775,SEND,4960a2a0-53bf-4202-8a5b-d82ceccc6c0a,scp_Main_Node@localhost
2024-07-26 09:43:59.623775,RECEIVE,4c087d41-e55e-46fb-bb53-f0d18598f48d,scp_main_node@localhost
2024-07-26 09:44:51.642023,SEND,4a6ec94e-9c0a-4043-83a3-eca21169900c,scp_Main_Node@localhost
2024-07-26 09:44:51.643023,RECEIVE,3f3ab833-59e6-4210-9ad0-a01de3073be9,scp_main_node@localhost
2024-07-26 09:45:37.403788,SEND,27b4c5a1-529b-481e-bee3-2e6237644984,scp_Main_Node@localhost
2024-07-26 09:45:37.404788,RECEIVE,3f3ab833-59e6-4210-9ad0-a01de3073be9,scp_main_node@localhost
2024-07-26 09:46:23.472778,SEND,f6c9792e-0470-4ec5-944c-b3b736759443,scp_Main_Node@localhost
2024-07-26 09:46:23.473778,RECEIVE,f7c046a3-94ea-4942-b195-70be2faa3816,scp_main_node@localhost
2024-07-26 09:47:11.844346,SEND,a991011c-a9fd-4909-9620-16be615ea85b,scp_Main_Node@localhost
2024-07-26 09:47:11.846347,RECEIVE,f7c046a3-94ea-4942-b195-70be2faa3816,scp_main_node@localhost
2024-07-26 09:47:58.037667,SEND,9093561d-b5ad-4663-aed3-8db80f7dfe41,scp_Main_Node@localhost
2024-07-26 09:47:58.041667,RECEIVE,1223ad6f-5c93-499e-bf34-948f3629ad2e,scp_main_node@localhost
2024-07-26 09:48:49.998496,SEND,6f0ac442-b902-4b20-8e36-0ab557314ac7,scp_Main_Node@localhost
2024-07-26 09:48:50.001496,RECEIVE,1223ad6f-5c93-499e-bf34-948f3629ad2e,scp_main_node@localhost
2024-07-26 09:49:37.189186,SEND,b24aa8f5-a3b9-4967-aa6c-6efe71adf14e,scp_Main_Node@localhost
2024-07-26 09:49:37.191186,RECEIVE,1e3bbce6-5be6-4ff3-aef6-8bf9c5e76ad7,scp_main_node@localhost
2024-07-26 09:50:23.566923,SEND,24e0b52e-4493-4096-83bd-07d237388f80,scp_Main_Node@localhost
2024-07-26 09:50:23.568925,RECEIVE,1e3bbce6-5be6-4ff3-aef6-8bf9c5e76ad7,scp_main_node@localhost
2024-07-26 09:57:21.235348,SEND,d274d3df-718c-4938-b4e0-4be118dbceb3,scp_Main_Node@localhost
2024-07-26 09:57:21.237116,RECEIVE,b344142d-c5f5-411e-9734-48a468978689,scp_main_node@localhost
2024-07-26 09:59:39.046478,SEND,41d563ef-59b1-4e95-adc7-733b0736297f,scp_Main_Node@localhost
2024-07-26 09:59:39.048478,RECEIVE,b344142d-c5f5-411e-9734-48a468978689,scp_main_node@localhost
2024-07-26 10:00:25.859954,SEND,75006096-7fde-4199-b37c-01740a0341ca,scp_Main_Node@localhost
2024-07-26 10:00:25.861954,RECEIVE,5ecd7e23-0bd6-4a7d-8eb5-11c011139653,scp_main_node@localhost
2024-07-26 10:01:16.014039,SEND,a90e46aa-31c1-427a-8435-246cc0028393,scp_Main_Node@localhost
2024-07-26 10:01:16.015543,RECEIVE,5ecd7e23-0bd6-4a7d-8eb5-11c011139653,scp_main_node@localhost
2024-07-26 10:02:03.086503,SEND,348a630f-dc03-495c-b224-64202a47080d,scp_Main_Node@localhost
2024-07-26 10:02:03.089009,RECEIVE,916d3208-e251-4cf5-b95d-1a26d242b110,scp_main_node@localhost
2024-07-26 10:02:51.358074,SEND,325aa89e-b960-4d80-9b34-01a94f3e746e,scp_Main_Node@localhost
2024-07-26 10:02:51.359074,RECEIVE,916d3208-e251-4cf5-b95d-1a26d242b110,scp_main_node@localhost
2024-07-26 10:03:41.374990,SEND,36d8d87b-671d-458a-8232-a2838e6931c0,scp_Main_Node@localhost
2024-07-26 10:03:41.378992,RECEIVE,074abc07-b9e3-497e-9606-d03532d42103,scp_main_node@localhost
2024-07-26 10:04:33.294578,SEND,e5d5349c-e312-49c7-bb3a-7b1fc430cc41,scp_Main_Node@localhost
2024-07-26 10:04:33.295581,RECEIVE,074abc07-b9e3-497e-9606-d03532d42103,scp_main_node@localhost
2024-07-26 10:05:24.898637,SEND,a3875e53-6565-4289-93a8-08d36595a2c0,scp_Main_Node@localhost
2024-07-26 10:05:24.903637,RECEIVE,efa19299-cb0e-4f40-ac2a-8f941448a8d7,scp_main_node@localhost
2024-07-26 10:06:15.232986,SEND,ccc921df-40d1-43ef-b8e7-586ab0bfef40,scp_Main_Node@localhost
2024-07-26 10:06:15.235986,RECEIVE,efa19299-cb0e-4f40-ac2a-8f941448a8d7,scp_main_node@localhost
2024-07-26 10:07:06.069638,SEND,8a69bf2e-0f45-489c-8ee2-2bcde0128865,scp_Main_Node@localhost
2024-07-26 10:07:06.073644,RECEIVE,c36e911b-d4db-4a33-8579-69cdb1c665ca,scp_main_node@localhost
2024-07-26 10:09:01.459812,SEND,f6b17e27-085b-4ffe-837b-da09a903ca4a,scp_Main_Node@localhost
2024-07-26 10:09:01.459812,RECEIVE,c36e911b-d4db-4a33-8579-69cdb1c665ca,scp_main_node@localhost
2024-07-26 10:11:36.202089,SEND,0dba77fc-6100-42b7-9262-50cf2b299414,scp_Main_Node@localhost
2024-07-26 10:11:36.205658,RECEIVE,329914c3-2286-452c-b336-3925bac0787b,scp_main_node@localhost
2024-07-26 10:12:27.261073,SEND,87354e7e-bf20-4b9d-8493-8fd7189d31a2,scp_Main_Node@localhost
2024-07-26 10:12:27.262073,RECEIVE,329914c3-2286-452c-b336-3925bac0787b,scp_main_node@localhost
