time,send_or_recv,id,communicating_agent
2024-07-26 08:54:18.185435,SEND,735559a1-3979-46e7-b875-f28cd74fa797,scp_Main_Node@localhost
2024-07-26 08:54:18.190463,SEND,6dd6522e-3712-455a-a6b3-52d187a3d2e9,scp_Main_Node@localhost
2024-07-26 08:54:38.219649,RECEIVE,cb30fd1c-451f-44d3-8ff5-ea8554607b88,scp_main_node@localhost
2024-07-26 08:58:52.533269,SEND,041e22a7-3293-4248-8ee2-ac62bf18e1b0,scp_Main_Node@localhost
2024-07-26 08:59:12.541007,RECEIVE,d5666c8b-cf9d-4aaa-a325-d7bafe1f14d9,scp_main_node@localhost
2024-07-26 09:00:03.721376,SEND,53bba8e1-745f-4fab-a2f0-3e9c415567b3,scp_Main_Node@localhost
2024-07-26 09:00:03.723382,RECEIVE,d5666c8b-cf9d-4aaa-a325-d7bafe1f14d9,scp_main_node@localhost
2024-07-26 09:02:39.548813,SEND,e7fbdae5-ae29-4091-b2ac-c835f6e60fe0,scp_Main_Node@localhost
2024-07-26 09:02:39.551780,RECEIVE,4eb7a0e4-7494-422c-88db-385b7a5c9939,scp_main_node@localhost
2024-07-26 09:05:53.870125,SEND,60eb5022-52c5-4138-92a4-02a6d1485cc4,scp_Main_Node@localhost
2024-07-26 09:05:53.871128,RECEIVE,4eb7a0e4-7494-422c-88db-385b7a5c9939,scp_main_node@localhost
2024-07-26 09:06:42.812273,SEND,3331633c-c108-4ca8-88e9-8d062184bf86,scp_Main_Node@localhost
2024-07-26 09:06:42.815279,RECEIVE,7cb2d7d6-e5fa-4705-8f46-76390e0bb7a3,scp_main_node@localhost
2024-07-26 09:07:34.714144,SEND,9c058b2b-c904-41fc-9306-9c6a9d9040d1,scp_Main_Node@localhost
2024-07-26 09:07:34.715148,RECEIVE,7cb2d7d6-e5fa-4705-8f46-76390e0bb7a3,scp_main_node@localhost
2024-07-26 09:12:30.368371,SEND,a5ab3875-5f2a-4a8f-a641-7bdbd8ef6e89,scp_Main_Node@localhost
2024-07-26 09:12:30.372371,RECEIVE,648a5b45-1573-4629-9d62-f953b8072ad3,scp_main_node@localhost
2024-07-26 09:13:31.386775,SEND,e2b79320-07f4-4c9b-86ab-2033fb21937f,scp_Main_Node@localhost
2024-07-26 09:13:31.387775,RECEIVE,648a5b45-1573-4629-9d62-f953b8072ad3,scp_main_node@localhost
2024-07-26 09:14:29.887950,SEND,6a636fd2-fb78-4c76-b03f-d168ea40b7df,scp_Main_Node@localhost
