time,training_accuracy,training_loss,test_accuracy,test_loss
2024-07-26 10:43:46.491337,50.25,1.36,48.75,1.3709
2024-07-26 10:45:18.105925,51.45,1.36,49.62,1.3767
2024-07-26 10:49:05.683105,44.88,1.44,44.5,1.4547
2024-07-26 10:50:12.696250,47.6,1.41,46.0,1.4252
2024-07-26 10:51:05.433124,50.12,1.36,50.12,1.3643
2024-07-26 10:52:01.935988,50.62,1.36,49.5,1.3905
2024-07-26 10:52:51.876866,47.62,1.38,45.88,1.4018
2024-07-26 10:53:43.498476,47.95,1.4,47.0,1.3986
2024-07-26 10:54:35.779523,48.52,1.38,47.0,1.3935
2024-07-26 10:55:28.555433,44.73,1.42,44.75,1.437
2024-07-26 10:56:19.436699,41.6,1.54,42.12,1.5379
2024-07-26 10:57:11.307382,48.85,1.38,46.88,1.4008
2024-07-26 11:02:33.712984,52.62,1.34,50.25,1.3545
2024-07-26 11:05:27.768047,49.33,1.37,47.88,1.3845
2024-07-26 11:06:26.472257,48.85,1.36,48.88,1.3813
2024-07-26 11:07:19.105989,48.08,1.39,47.38,1.4061
2024-07-26 11:08:12.144460,46.05,1.41,45.88,1.4189
2024-07-26 11:09:05.011192,46.48,1.41,44.12,1.447
2024-07-26 11:10:06.016572,49.08,1.36,48.62,1.3691
2024-07-26 11:10:53.591804,46.48,1.42,44.12,1.4325
2024-07-26 11:11:46.187207,50.9,1.35,50.38,1.36
2024-07-26 11:12:40.827159,50.22,1.37,48.25,1.3888
2024-07-26 11:14:19.545711,47.48,1.39,49.0,1.4035
2024-07-26 11:15:12.622672,49.5,1.38,47.62,1.4019
2024-07-26 11:15:59.091474,49.1,1.36,49.25,1.3759
2024-07-26 11:16:44.792171,50.3,1.36,49.75,1.385
2024-07-26 11:17:32.630125,50.6,1.34,49.0,1.3694
2024-07-26 11:18:19.952560,49.85,1.36,47.75,1.3743
2024-07-26 11:21:05.113664,49.88,1.36,48.25,1.393
2024-07-26 11:26:19.446505,40.88,1.59,39.88,1.5835
2024-07-26 11:29:50.424778,51.05,1.35,47.12,1.3824
2024-07-26 11:30:31.336817,47.08,1.37,45.25,1.4008
2024-07-26 11:31:15.945838,47.45,1.42,45.38,1.4587
2024-07-26 11:32:03.357256,50.85,1.37,51.75,1.3681
