time,training_accuracy,training_loss,test_accuracy,test_loss
2024-07-26 09:48:48.341931,48.0,1.43,48.88,1.4265
2024-07-26 09:49:36.340907,46.33,1.44,45.75,1.4351
2024-07-26 09:50:22.207614,42.98,1.46,44.38,1.4674
2024-07-26 09:57:09.563268,44.8,1.44,43.0,1.4622
2024-07-26 09:59:37.887444,46.95,1.45,44.62,1.4603
2024-07-26 10:00:25.147477,44.5,1.45,41.75,1.4682
2024-07-26 10:01:15.325564,47.8,1.41,47.5,1.4228
2024-07-26 10:02:02.642043,45.4,1.43,44.62,1.4514
2024-07-26 10:02:50.887930,45.8,1.47,43.38,1.4698
2024-07-26 10:03:40.927445,43.28,1.5,41.38,1.5201
2024-07-26 10:04:32.773207,46.17,1.46,46.62,1.4618
2024-07-26 10:05:24.249660,45.77,1.45,45.38,1.4481
2024-07-26 10:06:14.712890,47.65,1.41,46.75,1.4225
2024-07-26 10:07:05.799256,42.55,1.46,41.62,1.4777
2024-07-26 10:08:57.576329,46.67,1.44,47.5,1.4395
2024-07-26 10:11:35.899934,45.25,1.44,46.38,1.4451
2024-07-26 10:12:26.894676,46.55,1.41,46.75,1.4108
2024-07-26 10:13:14.894512,48.1,1.46,45.25,1.4604
2024-07-26 10:14:08.123967,47.45,1.41,49.0,1.4161
2024-07-26 10:14:58.763817,49.73,1.37,48.5,1.3796
2024-07-26 10:15:49.896803,45.75,1.44,43.88,1.4656
2024-07-26 10:16:39.468054,44.75,1.47,43.62,1.4967
2024-07-26 10:17:28.229082,48.85,1.39,47.38,1.4098
2024-07-26 10:18:23.785372,51.18,1.34,48.75,1.3621
2024-07-26 10:19:14.592332,48.1,1.39,47.5,1.3899
2024-07-26 10:20:04.302255,50.3,1.36,49.0,1.3677
2024-07-26 10:20:55.745972,46.25,1.4,46.75,1.4149
2024-07-26 10:21:45.687751,50.0,1.36,49.62,1.3861
2024-07-26 10:22:37.008408,40.85,1.5,40.38,1.523
2024-07-26 10:23:29.071597,48.75,1.39,46.0,1.415
2024-07-26 10:24:24.786999,49.3,1.36,47.5,1.3759
2024-07-26 10:29:32.428461,49.02,1.38,48.5,1.406
2024-07-26 10:30:23.616802,50.02,1.35,50.38,1.3727
2024-07-26 10:31:11.828296,45.48,1.41,44.25,1.4397
2024-07-26 10:32:02.673354,46.7,1.4,47.12,1.4065
2024-07-26 10:32:57.191544,50.82,1.36,50.5,1.3709
2024-07-26 10:33:49.250332,49.23,1.38,47.75,1.3917
2024-07-26 10:34:40.111660,49.25,1.37,46.88,1.4033
2024-07-26 10:35:30.995154,49.25,1.34,48.12,1.3538
2024-07-26 10:40:10.556585,46.0,1.45,44.38,1.4738
2024-07-26 10:41:13.246437,48.12,1.4,45.88,1.4465
2024-07-26 10:42:03.539617,46.48,1.39,45.88,1.4172
2024-07-26 10:42:56.706141,48.93,1.37,47.12,1.3925
2024-07-26 10:43:53.200336,49.58,1.39,48.75,1.3992
2024-07-26 10:45:20.550837,47.02,1.38,45.75,1.397
2024-07-26 10:49:10.095840,45.5,1.47,45.5,1.4892
2024-07-26 10:50:19.067493,50.3,1.36,50.38,1.379
2024-07-26 10:51:11.481301,48.75,1.4,47.0,1.4258
2024-07-26 10:52:08.231029,50.95,1.37,49.38,1.3797
2024-07-26 10:52:57.597355,48.35,1.37,48.75,1.3765
2024-07-26 10:53:49.006667,49.6,1.37,48.25,1.3869
2024-07-26 10:54:41.123383,51.1,1.38,51.0,1.3894
2024-07-26 10:55:33.794392,44.98,1.41,42.88,1.441
2024-07-26 10:56:24.589185,49.43,1.38,50.0,1.3927
2024-07-26 10:57:27.527919,46.88,1.4,44.5,1.4313
2024-07-26 11:03:05.591023,46.98,1.4,44.25,1.4239
2024-07-26 11:05:34.436742,44.5,1.43,43.12,1.4492
2024-07-26 11:06:34.517146,49.53,1.38,46.75,1.3943
2024-07-26 11:07:28.486055,48.18,1.38,45.12,1.4068
2024-07-26 11:08:22.356321,47.95,1.39,47.75,1.405
2024-07-26 11:09:19.297320,50.82,1.37,50.25,1.3801
2024-07-26 11:10:26.395887,45.98,1.44,45.12,1.4395
2024-07-26 11:11:22.901401,48.9,1.36,47.38,1.383
2024-07-26 11:12:24.081566,45.35,1.46,44.88,1.4863
2024-07-26 11:14:10.371365,49.78,1.36,47.5,1.3796
2024-07-26 11:15:04.720826,48.98,1.36,46.38,1.3774
2024-07-26 11:15:53.099615,48.38,1.38,49.62,1.3941
2024-07-26 11:16:40.040927,47.88,1.42,46.5,1.4311
2024-07-26 11:17:28.136634,50.48,1.37,48.62,1.3783
2024-07-26 11:18:16.524698,46.85,1.4,44.75,1.4171
2024-07-26 11:20:40.473954,48.0,1.38,45.5,1.3998
2024-07-26 11:26:07.704028,49.1,1.39,47.25,1.416
2024-07-26 11:29:47.576171,46.15,1.39,45.75,1.4144
2024-07-26 11:30:27.929236,51.32,1.36,49.62,1.3852
2024-07-26 11:31:13.167644,50.28,1.36,48.0,1.3765
2024-07-26 11:32:00.559739,49.25,1.39,48.25,1.4201
