time,start_or_stop
2024-07-26 10:22:37.042646,START
2024-07-26 10:23:29.072601,STOP
2024-07-26 10:23:29.123142,START
2024-07-26 10:24:24.789998,STOP
2024-07-26 10:24:24.818534,START
2024-07-26 10:29:32.430461,STOP
2024-07-26 10:29:32.455991,START
2024-07-26 10:30:23.617804,STOP
2024-07-26 10:30:23.639822,START
2024-07-26 10:31:11.829295,STOP
2024-07-26 10:31:11.852826,START
2024-07-26 10:32:02.675354,STOP
2024-07-26 10:32:02.699882,START
2024-07-26 10:32:57.193544,STOP
2024-07-26 10:32:57.221078,START
2024-07-26 10:33:49.251332,STOP
2024-07-26 10:33:49.277670,START
2024-07-26 10:34:40.113667,STOP
2024-07-26 10:34:40.134355,START
2024-07-26 10:35:30.996157,STOP
2024-07-26 10:35:31.028201,START
2024-07-26 10:40:10.557585,STOP
2024-07-26 10:40:10.594616,START
2024-07-26 10:41:13.247441,STOP
2024-07-26 10:41:13.272466,START
2024-07-26 10:42:03.539617,STOP
2024-07-26 10:42:03.574144,START
2024-07-26 10:42:56.707141,STOP
2024-07-26 10:42:56.728161,START
2024-07-26 10:43:53.201382,STOP
2024-07-26 10:43:53.268730,START
2024-07-26 10:45:20.551837,STOP
2024-07-26 10:45:20.579870,START
2024-07-26 10:49:10.096841,STOP
2024-07-26 10:49:10.137391,START
2024-07-26 10:50:19.069492,STOP
2024-07-26 10:50:19.100038,START
2024-07-26 10:51:11.483305,STOP
2024-07-26 10:51:11.509984,START
2024-07-26 10:52:08.232096,STOP
2024-07-26 10:52:08.260646,START
2024-07-26 10:52:57.598359,STOP
2024-07-26 10:52:57.627329,START
2024-07-26 10:53:49.008170,STOP
2024-07-26 10:53:49.050209,START
2024-07-26 10:54:41.124383,STOP
2024-07-26 10:54:41.159416,START
2024-07-26 10:55:33.795393,STOP
2024-07-26 10:55:33.846941,START
2024-07-26 10:56:24.590185,STOP
2024-07-26 10:56:24.622710,START
2024-07-26 10:57:27.531924,STOP
2024-07-26 10:57:27.738771,START
2024-07-26 11:03:05.591023,STOP
2024-07-26 11:03:05.776235,START
2024-07-26 11:05:34.437746,STOP
2024-07-26 11:05:34.468305,START
2024-07-26 11:06:34.518149,STOP
2024-07-26 11:06:34.553678,START
2024-07-26 11:07:28.487055,STOP
2024-07-26 11:07:28.508072,START
2024-07-26 11:08:22.357326,STOP
2024-07-26 11:08:22.387861,START
2024-07-26 11:09:19.298318,STOP
2024-07-26 11:09:19.334855,START
2024-07-26 11:10:26.396887,STOP
2024-07-26 11:10:26.442436,START
2024-07-26 11:11:22.902405,STOP
2024-07-26 11:11:22.933941,START
2024-07-26 11:12:24.082566,STOP
2024-07-26 11:12:24.107596,START
2024-07-26 11:14:10.372365,STOP
2024-07-26 11:14:10.395384,START
2024-07-26 11:15:04.721829,STOP
2024-07-26 11:15:04.741849,START
2024-07-26 11:15:53.100741,STOP
2024-07-26 11:15:53.139094,START
2024-07-26 11:16:40.042927,STOP
2024-07-26 11:16:40.075461,START
2024-07-26 11:17:28.137635,STOP
2024-07-26 11:17:28.163171,START
2024-07-26 11:18:16.525698,STOP
2024-07-26 11:18:16.558733,START
2024-07-26 11:20:40.473954,STOP
2024-07-26 11:20:40.541937,START
2024-07-26 11:26:07.704028,STOP
2024-07-26 11:26:07.839826,START
2024-07-26 11:29:47.576171,STOP
2024-07-26 11:29:47.596189,START
2024-07-26 11:30:27.931239,STOP
2024-07-26 11:30:27.960774,START
2024-07-26 11:31:13.168644,STOP
2024-07-26 11:31:13.195694,START
2024-07-26 11:32:00.561739,STOP
2024-07-26 11:32:00.586246,START
