time,start_or_stop
2024-07-26 09:35:16.054122,START
2024-07-26 09:36:08.294933,STOP
2024-07-26 09:36:08.315960,START
2024-07-26 09:36:56.305550,STOP
2024-07-26 09:36:56.335078,START
2024-07-26 09:37:47.033195,STOP
2024-07-26 09:37:47.055213,START
2024-07-26 09:38:40.819344,STOP
2024-07-26 09:38:40.863486,START
2024-07-26 09:39:34.068185,STOP
2024-07-26 09:39:34.103213,START
2024-07-26 09:40:23.515464,STOP
2024-07-26 09:40:23.533982,START
2024-07-26 09:41:13.634937,STOP
2024-07-26 09:41:13.654952,START
2024-07-26 09:42:02.033121,STOP
2024-07-26 09:42:02.053139,START
2024-07-26 09:42:49.172556,STOP
2024-07-26 09:42:49.193952,START
2024-07-26 09:43:59.607778,STOP
2024-07-26 09:43:59.647775,START
2024-07-26 09:44:51.634023,STOP
2024-07-26 09:44:51.670025,START
2024-07-26 09:45:37.393788,STOP
2024-07-26 09:45:37.413788,START
2024-07-26 09:46:23.464273,STOP
2024-07-26 09:46:23.504779,START
2024-07-26 09:47:11.835346,STOP
2024-07-26 09:47:11.853347,START
2024-07-26 09:47:58.028667,STOP
2024-07-26 09:47:58.050667,START
2024-07-26 09:48:49.988496,STOP
2024-07-26 09:48:50.011496,START
2024-07-26 09:49:37.180186,STOP
2024-07-26 09:49:37.200185,START
2024-07-26 09:50:23.556414,STOP
2024-07-26 09:50:23.577433,START
2024-07-26 09:57:21.139526,STOP
2024-07-26 09:57:21.281574,START
2024-07-26 09:59:39.035969,STOP
2024-07-26 09:59:39.055986,START
2024-07-26 10:00:25.848943,STOP
2024-07-26 10:00:25.883485,START
2024-07-26 10:01:16.002527,STOP
2024-07-26 10:01:16.033062,START
2024-07-26 10:02:03.077498,STOP
2024-07-26 10:02:03.097515,START
2024-07-26 10:02:51.347566,STOP
2024-07-26 10:02:51.366582,START
2024-07-26 10:03:41.364483,STOP
2024-07-26 10:03:41.385500,START
2024-07-26 10:04:33.284065,STOP
2024-07-26 10:04:33.321107,START
2024-07-26 10:05:24.886123,STOP
2024-07-26 10:05:24.914147,START
2024-07-26 10:06:15.220475,STOP
2024-07-26 10:06:15.246999,START
2024-07-26 10:07:06.060133,STOP
2024-07-26 10:07:06.082154,START
2024-07-26 10:09:01.444511,STOP
2024-07-26 10:09:01.626640,START
2024-07-26 10:11:36.189089,STOP
2024-07-26 10:11:36.218667,START
2024-07-26 10:12:27.250074,STOP
2024-07-26 10:12:27.284581,START
2024-07-26 10:13:15.163058,STOP
2024-07-26 10:13:15.208567,START
2024-07-26 10:14:08.261519,STOP
2024-07-26 10:14:08.314524,START
2024-07-26 10:14:59.290962,STOP
2024-07-26 10:14:59.319473,START
2024-07-26 10:15:50.289969,STOP
2024-07-26 10:15:50.313557,START
2024-07-26 10:16:40.044881,STOP
2024-07-26 10:16:40.077816,START
2024-07-26 10:17:28.654917,STOP
2024-07-26 10:17:28.682918,START
2024-07-26 10:18:24.680662,STOP
2024-07-26 10:18:24.713663,START
2024-07-26 10:19:15.479045,STOP
2024-07-26 10:19:15.531078,START
2024-07-26 10:20:05.239173,STOP
2024-07-26 10:20:05.266173,START
2024-07-26 10:20:56.685730,STOP
2024-07-26 10:20:56.710746,START
2024-07-26 10:21:46.271263,STOP
2024-07-26 10:21:46.299776,START
2024-07-26 10:22:37.873711,STOP
2024-07-26 10:22:37.915262,START
2024-07-26 10:23:29.883300,STOP
2024-07-26 10:23:29.906317,START
2024-07-26 10:24:25.959841,STOP
2024-07-26 10:24:25.995880,START
2024-07-26 10:29:34.024615,STOP
2024-07-26 10:29:34.052643,START
2024-07-26 10:30:24.950525,STOP
2024-07-26 10:30:25.002066,START
2024-07-26 10:31:13.193972,STOP
2024-07-26 10:31:13.222009,START
2024-07-26 10:32:04.112728,STOP
2024-07-26 10:32:04.138251,START
2024-07-26 10:32:58.767329,STOP
2024-07-26 10:32:58.797875,START
2024-07-26 10:33:51.168477,STOP
2024-07-26 10:33:51.227045,START
2024-07-26 10:34:41.694818,STOP
2024-07-26 10:34:41.732364,START
2024-07-26 10:35:33.054291,STOP
2024-07-26 10:35:33.085822,START
2024-07-26 10:40:13.601205,STOP
2024-07-26 10:40:13.666270,START
2024-07-26 10:41:16.143683,STOP
2024-07-26 10:41:16.180826,START
2024-07-26 10:42:06.011303,STOP
2024-07-26 10:42:06.034321,START
2024-07-26 10:42:59.127085,STOP
2024-07-26 10:42:59.150613,START
2024-07-26 10:44:07.942200,STOP
2024-07-26 10:44:08.055564,START
2024-07-26 10:45:22.518239,STOP
2024-07-26 10:45:22.544266,START
2024-07-26 10:49:12.787118,STOP
2024-07-26 10:49:12.815652,START
2024-07-26 10:50:22.064377,STOP
2024-07-26 10:50:22.093419,START
2024-07-26 10:51:14.714846,STOP
2024-07-26 10:51:14.745421,START
2024-07-26 10:52:11.540892,STOP
2024-07-26 10:52:11.572552,START
2024-07-26 10:53:00.575628,STOP
2024-07-26 10:53:00.608170,START
2024-07-26 10:53:51.428215,STOP
2024-07-26 10:53:51.458761,START
2024-07-26 10:54:43.209363,STOP
2024-07-26 10:54:43.237898,START
2024-07-26 10:55:35.469723,STOP
2024-07-26 10:55:35.499259,START
2024-07-26 10:56:26.032225,STOP
2024-07-26 10:56:26.064777,START
2024-07-26 10:57:33.451874,STOP
2024-07-26 10:57:33.567076,START
2024-07-26 11:03:11.570504,STOP
2024-07-26 11:03:11.595529,START
2024-07-26 11:05:35.446085,STOP
2024-07-26 11:05:35.473110,START
2024-07-26 11:06:35.484329,STOP
2024-07-26 11:06:35.507355,START
2024-07-26 11:07:29.790535,STOP
2024-07-26 11:07:29.812558,START
2024-07-26 11:08:23.737655,STOP
2024-07-26 11:08:23.822724,START
2024-07-26 11:09:20.961728,STOP
2024-07-26 11:09:20.991263,START
2024-07-26 11:10:27.882102,STOP
2024-07-26 11:10:27.917764,START
2024-07-26 11:11:24.620974,STOP
2024-07-26 11:11:24.669520,START
2024-07-26 11:12:26.209454,STOP
2024-07-26 11:12:26.236979,START
2024-07-26 11:14:11.689626,STOP
2024-07-26 11:14:11.711252,START
2024-07-26 11:15:06.803819,STOP
2024-07-26 11:15:06.856362,START
2024-07-26 11:15:55.096079,STOP
2024-07-26 11:15:55.118098,START
2024-07-26 11:16:42.055649,STOP
2024-07-26 11:16:42.090195,START
2024-07-26 11:17:30.112344,STOP
2024-07-26 11:17:30.144381,START
2024-07-26 11:18:18.142272,STOP
2024-07-26 11:18:18.178163,START
2024-07-26 11:20:51.056244,STOP
2024-07-26 11:20:51.190523,START
2024-07-26 11:26:18.824452,STOP
2024-07-26 11:26:18.851483,START
2024-07-26 11:29:51.208628,STOP
2024-07-26 11:29:51.230148,START
2024-07-26 11:30:32.989696,STOP
2024-07-26 11:30:33.020237,START
2024-07-26 11:31:18.532867,STOP
2024-07-26 11:31:18.561395,START
2024-07-26 11:32:07.354480,STOP
2024-07-26 11:32:07.450990,START
