time,start_or_stop
2024-07-26 10:02:01.055141,STOP
2024-07-26 10:02:01.075666,START
2024-07-26 10:02:49.471269,STOP
2024-07-26 10:02:49.490585,START
2024-07-26 10:03:39.676226,STOP
2024-07-26 10:03:39.698243,START
2024-07-26 10:04:31.560347,STOP
2024-07-26 10:04:31.584877,START
2024-07-26 10:05:23.446663,STOP
2024-07-26 10:05:23.476204,START
2024-07-26 10:06:14.305633,STOP
2024-07-26 10:06:14.331169,START
2024-07-26 10:07:05.482336,STOP
2024-07-26 10:07:05.503364,START
2024-07-26 10:08:53.716257,STOP
2024-07-26 10:08:53.829532,START
2024-07-26 10:11:34.945529,STOP
2024-07-26 10:11:34.973529,START
2024-07-26 10:12:25.777821,STOP
2024-07-26 10:12:25.799821,START
2024-07-26 10:13:13.664490,STOP
2024-07-26 10:13:13.686494,START
2024-07-26 10:14:06.890980,STOP
2024-07-26 10:14:06.913587,START
2024-07-26 10:14:57.068374,STOP
2024-07-26 10:14:57.098373,START
2024-07-26 10:15:48.235151,STOP
2024-07-26 10:15:48.256154,START
2024-07-26 10:16:37.951815,STOP
2024-07-26 10:16:37.980857,START
2024-07-26 10:17:27.019652,STOP
2024-07-26 10:17:27.038157,START
2024-07-26 10:18:22.495827,STOP
2024-07-26 10:18:22.524440,START
2024-07-26 10:19:13.041655,STOP
2024-07-26 10:19:13.066655,START
2024-07-26 10:20:02.875933,STOP
2024-07-26 10:20:02.901932,START
2024-07-26 10:20:54.276225,STOP
2024-07-26 10:20:54.302737,START
2024-07-26 10:21:44.000472,STOP
2024-07-26 10:21:44.025473,START
2024-07-26 10:22:35.565174,STOP
2024-07-26 10:22:35.588301,START
2024-07-26 10:23:27.856562,STOP
2024-07-26 10:23:27.878580,START
2024-07-26 10:24:23.414248,STOP
2024-07-26 10:24:23.441779,START
2024-07-26 10:29:29.384471,STOP
2024-07-26 10:29:29.408997,START
2024-07-26 10:30:21.152402,STOP
2024-07-26 10:30:21.173419,START
2024-07-26 10:31:09.699062,STOP
2024-07-26 10:31:09.725089,START
2024-07-26 10:32:00.437573,STOP
2024-07-26 10:32:00.460104,START
2024-07-26 10:32:55.282365,STOP
2024-07-26 10:32:55.309895,START
2024-07-26 10:33:47.562526,STOP
2024-07-26 10:33:47.586049,START
2024-07-26 10:34:38.563067,STOP
2024-07-26 10:34:38.586088,START
2024-07-26 10:35:29.613356,STOP
2024-07-26 10:35:29.632375,START
2024-07-26 10:40:07.276744,STOP
2024-07-26 10:40:07.300761,START
2024-07-26 10:41:09.621197,STOP
2024-07-26 10:41:09.641215,START
2024-07-26 10:42:00.265615,STOP
2024-07-26 10:42:00.288137,START
2024-07-26 10:42:52.730764,STOP
2024-07-26 10:42:52.749280,START
2024-07-26 10:43:43.095507,STOP
2024-07-26 10:43:43.117097,START
2024-07-26 10:45:15.985562,STOP
2024-07-26 10:45:16.009093,START
2024-07-26 10:49:03.188708,STOP
2024-07-26 10:49:03.213512,START
2024-07-26 10:50:10.678894,STOP
2024-07-26 10:50:10.704922,START
2024-07-26 10:51:04.156067,STOP
2024-07-26 10:51:04.178085,START
2024-07-26 10:52:01.157130,STOP
2024-07-26 10:52:01.183246,START
2024-07-26 10:52:51.760771,STOP
2024-07-26 10:52:51.789893,START
2024-07-26 10:53:43.744196,STOP
2024-07-26 10:53:43.764215,START
2024-07-26 10:54:36.272482,STOP
2024-07-26 10:54:36.296506,START
2024-07-26 10:55:29.445157,STOP
2024-07-26 10:55:29.463171,START
2024-07-26 10:56:20.897372,STOP
2024-07-26 10:56:20.921394,START
2024-07-26 10:57:13.570969,STOP
2024-07-26 10:57:13.593987,START
2024-07-26 11:02:42.636498,STOP
2024-07-26 11:02:42.666456,START
2024-07-26 11:05:31.144996,STOP
2024-07-26 11:05:31.170027,START
2024-07-26 11:06:31.255550,STOP
2024-07-26 11:06:31.294608,START
2024-07-26 11:07:25.950997,STOP
2024-07-26 11:07:25.978024,START
2024-07-26 11:08:19.925848,STOP
2024-07-26 11:08:19.954892,START
2024-07-26 11:09:15.544484,STOP
2024-07-26 11:09:15.572023,START
2024-07-26 11:10:22.134238,STOP
2024-07-26 11:10:22.169280,START
2024-07-26 11:11:18.614435,STOP
2024-07-26 11:11:18.639963,START
2024-07-26 11:12:20.081774,STOP
2024-07-26 11:12:20.103295,START
2024-07-26 11:13:37.479146,STOP
2024-07-26 11:13:37.641519,START
2024-07-26 11:14:59.620450,STOP
2024-07-26 11:14:59.643474,START
2024-07-26 11:15:48.110938,STOP
2024-07-26 11:15:48.136977,START
2024-07-26 11:16:35.118502,STOP
2024-07-26 11:16:35.146846,START
2024-07-26 11:17:23.592754,STOP
2024-07-26 11:17:23.614283,START
2024-07-26 11:18:12.384521,STOP
2024-07-26 11:18:12.411047,START
2024-07-26 11:20:26.592808,STOP
2024-07-26 11:20:26.675121,START
2024-07-26 11:25:42.336934,STOP
2024-07-26 11:25:42.588445,START
2024-07-26 11:29:30.361134,STOP
2024-07-26 11:29:30.442692,START
2024-07-26 11:30:20.554904,STOP
2024-07-26 11:30:20.582435,START
2024-07-26 11:31:07.331749,STOP
2024-07-26 11:31:07.354775,START
2024-07-26 11:31:54.658896,STOP
2024-07-26 11:31:54.681896,START
