time,start_or_stop
2024-07-26 10:33:33.336937,STOP
2024-07-26 10:33:33.359458,START
2024-07-26 10:34:18.016599,STOP
2024-07-26 10:34:18.042127,START
2024-07-26 10:35:00.812394,STOP
2024-07-26 10:35:00.879962,START
2024-07-26 10:35:48.151874,STOP
2024-07-26 10:35:48.176403,START
2024-07-26 10:40:25.795429,STOP
2024-07-26 10:40:25.896520,START
2024-07-26 10:41:23.319398,STOP
2024-07-26 10:41:23.343615,START
2024-07-26 10:42:09.665901,STOP
2024-07-26 10:42:09.694431,START
2024-07-26 10:43:00.671638,STOP
2024-07-26 10:43:00.713679,START
2024-07-26 10:44:03.760821,STOP
2024-07-26 10:44:03.952144,START
2024-07-26 10:45:20.822742,STOP
2024-07-26 10:45:20.880037,START
2024-07-26 10:49:09.611621,STOP
2024-07-26 10:49:09.649667,START
2024-07-26 10:50:17.576678,STOP
2024-07-26 10:50:17.602210,START
2024-07-26 10:51:09.552094,STOP
2024-07-26 10:51:09.581625,START
2024-07-26 10:52:05.875384,STOP
2024-07-26 10:52:05.903915,START
2024-07-26 10:52:54.800693,STOP
2024-07-26 10:52:54.828729,START
2024-07-26 10:53:46.082186,STOP
2024-07-26 10:53:46.104203,START
2024-07-26 10:54:38.154847,STOP
2024-07-26 10:54:38.176590,START
2024-07-26 10:55:30.843452,STOP
2024-07-26 10:55:30.876006,START
2024-07-26 10:56:21.579719,STOP
2024-07-26 10:56:21.601307,START
2024-07-26 10:57:13.552950,STOP
2024-07-26 10:57:13.578478,START
2024-07-26 11:02:45.331248,STOP
2024-07-26 11:02:45.363419,START
2024-07-26 11:05:32.084326,STOP
2024-07-26 11:05:32.111859,START
2024-07-26 11:06:31.602364,STOP
2024-07-26 11:06:31.637401,START
2024-07-26 11:07:25.488676,STOP
2024-07-26 11:07:25.514211,START
2024-07-26 11:08:19.134890,STOP
2024-07-26 11:08:19.171429,START
2024-07-26 11:09:14.067066,STOP
2024-07-26 11:09:14.092597,START
2024-07-26 11:10:19.941227,STOP
2024-07-26 11:10:19.969760,START
2024-07-26 11:11:15.362843,STOP
2024-07-26 11:11:15.389866,START
2024-07-26 11:12:15.678824,STOP
2024-07-26 11:12:15.706859,START
2024-07-26 11:13:32.242715,STOP
2024-07-26 11:13:32.268247,START
2024-07-26 11:14:51.658667,STOP
2024-07-26 11:14:51.694730,START
2024-07-26 11:15:37.651745,STOP
2024-07-26 11:15:37.697303,START
2024-07-26 11:16:20.969630,STOP
2024-07-26 11:16:20.998813,START
2024-07-26 11:17:05.265420,STOP
2024-07-26 11:17:05.317047,START
2024-07-26 11:17:48.001944,STOP
2024-07-26 11:17:48.093022,START
2024-07-26 11:18:34.380588,STOP
2024-07-26 11:18:34.406122,START
2024-07-26 11:21:50.433482,STOP
2024-07-26 11:21:50.467517,START
2024-07-26 11:26:35.796831,STOP
2024-07-26 11:26:35.834378,START
2024-07-26 11:30:03.346556,STOP
2024-07-26 11:30:03.381604,START
2024-07-26 11:30:44.975380,STOP
2024-07-26 11:30:45.029920,START
2024-07-26 11:31:27.773744,STOP
2024-07-26 11:31:27.805777,START
