time,start_or_stop
2024-07-26 09:42:03.072336,STOP
2024-07-26 09:42:03.109873,START
2024-07-26 09:42:50.316277,STOP
2024-07-26 09:42:50.339305,START
2024-07-26 09:44:01.435232,STOP
2024-07-26 09:44:01.483253,START
2024-07-26 09:44:52.388215,STOP
2024-07-26 09:44:52.422725,START
2024-07-26 09:45:38.304162,STOP
2024-07-26 09:45:38.322757,START
2024-07-26 09:46:24.761329,STOP
2024-07-26 09:46:24.825944,START
2024-07-26 09:47:13.650534,STOP
2024-07-26 09:47:13.681539,START
2024-07-26 09:47:59.525199,STOP
2024-07-26 09:47:59.563199,START
2024-07-26 09:48:51.197227,STOP
2024-07-26 09:48:51.235833,START
2024-07-26 09:49:38.067451,STOP
2024-07-26 09:49:38.121096,START
2024-07-26 09:50:24.315624,STOP
2024-07-26 09:50:24.359171,START
2024-07-26 09:57:21.334084,STOP
2024-07-26 09:57:21.460063,START
2024-07-26 09:59:39.145082,STOP
2024-07-26 09:59:39.166101,START
2024-07-26 10:00:26.054137,STOP
2024-07-26 10:00:26.077663,START
2024-07-26 10:01:16.507420,STOP
2024-07-26 10:01:16.532950,START
2024-07-26 10:02:03.694548,STOP
2024-07-26 10:02:03.718074,START
2024-07-26 10:02:52.294698,STOP
2024-07-26 10:02:52.312323,START
2024-07-26 10:03:42.133270,STOP
2024-07-26 10:03:42.152290,START
2024-07-26 10:04:34.296499,STOP
2024-07-26 10:04:34.320522,START
2024-07-26 10:05:25.648503,STOP
2024-07-26 10:05:25.678038,START
2024-07-26 10:06:16.746383,STOP
2024-07-26 10:06:16.770919,START
2024-07-26 10:07:07.210527,STOP
2024-07-26 10:07:07.240066,START
2024-07-26 10:09:13.979648,STOP
2024-07-26 10:09:14.361384,START
2024-07-26 10:11:37.087466,STOP
2024-07-26 10:11:37.143977,START
2024-07-26 10:12:28.018319,STOP
2024-07-26 10:12:28.045321,START
2024-07-26 10:13:15.769907,STOP
2024-07-26 10:13:15.810415,START
2024-07-26 10:14:08.937754,STOP
2024-07-26 10:14:08.991759,START
2024-07-26 10:14:59.983159,STOP
2024-07-26 10:15:00.023670,START
2024-07-26 10:15:50.864061,STOP
2024-07-26 10:15:50.889060,START
2024-07-26 10:16:40.966282,STOP
2024-07-26 10:16:41.005847,START
2024-07-26 10:17:29.469795,STOP
2024-07-26 10:17:29.497403,START
2024-07-26 10:18:25.258104,STOP
2024-07-26 10:18:25.287617,START
2024-07-26 10:19:16.483543,STOP
2024-07-26 10:19:16.515628,START
2024-07-26 10:20:06.287631,STOP
2024-07-26 10:20:06.344141,START
2024-07-26 10:20:57.983427,STOP
2024-07-26 10:20:58.019934,START
2024-07-26 10:21:47.302941,STOP
2024-07-26 10:21:47.329941,START
2024-07-26 10:22:38.927507,STOP
2024-07-26 10:22:38.953539,START
2024-07-26 10:23:30.858002,STOP
2024-07-26 10:23:30.881528,START
2024-07-26 10:24:27.065324,STOP
2024-07-26 10:24:27.094864,START
2024-07-26 10:29:34.163735,STOP
2024-07-26 10:29:34.195273,START
2024-07-26 10:30:25.392481,STOP
2024-07-26 10:30:25.413499,START
2024-07-26 10:31:13.402347,STOP
2024-07-26 10:31:13.481429,START
2024-07-26 10:32:04.463239,STOP
2024-07-26 10:32:04.507280,START
2024-07-26 10:32:58.907673,STOP
2024-07-26 10:32:58.934699,START
2024-07-26 10:33:51.135943,STOP
2024-07-26 10:33:51.161474,START
2024-07-26 10:34:42.088896,STOP
2024-07-26 10:34:42.118431,START
2024-07-26 10:35:33.297699,STOP
2024-07-26 10:35:33.338244,START
2024-07-26 10:40:13.261592,STOP
2024-07-26 10:40:13.295630,START
2024-07-26 10:41:15.992118,STOP
2024-07-26 10:41:16.020662,START
2024-07-26 10:42:06.137545,STOP
2024-07-26 10:42:06.160074,START
2024-07-26 10:42:59.486881,STOP
2024-07-26 10:42:59.511415,START
2024-07-26 10:44:11.520146,STOP
2024-07-26 10:44:11.554172,START
2024-07-26 10:45:22.700121,STOP
2024-07-26 10:45:22.749672,START
2024-07-26 10:49:12.829328,STOP
2024-07-26 10:49:12.862367,START
2024-07-26 10:50:21.902050,STOP
2024-07-26 10:50:21.935586,START
2024-07-26 10:51:14.551508,STOP
2024-07-26 10:51:14.580543,START
2024-07-26 10:52:11.064069,STOP
2024-07-26 10:52:11.091604,START
2024-07-26 10:53:00.079490,STOP
2024-07-26 10:53:00.114022,START
2024-07-26 10:53:51.399685,STOP
2024-07-26 10:53:51.424711,START
2024-07-26 10:54:43.378205,STOP
2024-07-26 10:54:43.438767,START
2024-07-26 10:55:36.057580,STOP
2024-07-26 10:55:36.097250,START
2024-07-26 10:56:26.699964,STOP
2024-07-26 10:56:26.757533,START
2024-07-26 10:57:38.523333,STOP
2024-07-26 10:57:38.556588,START
2024-07-26 11:03:11.280650,STOP
2024-07-26 11:03:11.305670,START
2024-07-26 11:05:34.894853,STOP
2024-07-26 11:05:34.929393,START
2024-07-26 11:06:35.093930,STOP
2024-07-26 11:06:35.129962,START
2024-07-26 11:07:29.306783,STOP
2024-07-26 11:07:29.329304,START
2024-07-26 11:08:23.668210,STOP
2024-07-26 11:08:23.698744,START
2024-07-26 11:09:20.918686,STOP
2024-07-26 11:09:20.953217,START
2024-07-26 11:10:27.831648,STOP
2024-07-26 11:10:27.867535,START
2024-07-26 11:11:24.495868,STOP
2024-07-26 11:11:24.577432,START
2024-07-26 11:12:25.974652,STOP
2024-07-26 11:12:25.999745,START
2024-07-26 11:14:11.427183,STOP
2024-07-26 11:14:11.451711,START
2024-07-26 11:15:06.036579,STOP
2024-07-26 11:15:06.070607,START
2024-07-26 11:15:54.486921,STOP
2024-07-26 11:15:54.508937,START
2024-07-26 11:16:41.627382,STOP
2024-07-26 11:16:41.682356,START
2024-07-26 11:17:29.967129,STOP
2024-07-26 11:17:30.026747,START
2024-07-26 11:18:18.101708,STOP
2024-07-26 11:18:18.126741,START
2024-07-26 11:20:54.084272,STOP
2024-07-26 11:20:54.267788,START
2024-07-26 11:26:18.780415,STOP
2024-07-26 11:26:18.811941,START
2024-07-26 11:29:50.396742,STOP
2024-07-26 11:29:50.420778,START
2024-07-26 11:30:32.059778,STOP
2024-07-26 11:30:32.116953,START
2024-07-26 11:31:17.385265,STOP
2024-07-26 11:31:17.411798,START
2024-07-26 11:32:06.891906,STOP
2024-07-26 11:32:06.920417,START
