time,start_or_stop
2024-07-26 10:29:35.216683,START
2024-07-26 10:30:25.422007,STOP
2024-07-26 10:30:25.469059,START
2024-07-26 10:31:13.744479,STOP
2024-07-26 10:31:13.773013,START
2024-07-26 10:32:04.540833,STOP
2024-07-26 10:32:04.567858,START
2024-07-26 10:32:58.503893,STOP
2024-07-26 10:32:58.530428,START
2024-07-26 10:33:50.421104,STOP
2024-07-26 10:33:50.455639,START
2024-07-26 10:34:41.244979,STOP
2024-07-26 10:34:41.273509,START
2024-07-26 10:35:32.126276,STOP
2024-07-26 10:35:32.146293,START
2024-07-26 10:40:11.847684,STOP
2024-07-26 10:40:11.881211,START
2024-07-26 10:41:13.981834,STOP
2024-07-26 10:41:14.009365,START
2024-07-26 10:42:03.601174,STOP
2024-07-26 10:42:03.638527,START
2024-07-26 10:42:55.974915,STOP
2024-07-26 10:42:55.997930,START
2024-07-26 10:43:47.677526,STOP
2024-07-26 10:43:47.704695,START
2024-07-26 10:45:18.866251,STOP
2024-07-26 10:45:18.892278,START
2024-07-26 10:49:06.878221,STOP
2024-07-26 10:49:06.901878,START
2024-07-26 10:50:14.624502,STOP
2024-07-26 10:50:14.649522,START
2024-07-26 10:51:07.838164,STOP
2024-07-26 10:51:07.867696,START
2024-07-26 10:52:04.340870,STOP
2024-07-26 10:52:04.365400,START
2024-07-26 10:52:54.272412,STOP
2024-07-26 10:52:54.294045,START
2024-07-26 10:53:45.926038,STOP
2024-07-26 10:53:45.947609,START
2024-07-26 10:54:38.344690,STOP
2024-07-26 10:54:38.366707,START
2024-07-26 10:55:31.580182,STOP
2024-07-26 10:55:31.630757,START
2024-07-26 10:56:22.586161,STOP
2024-07-26 10:56:22.609180,START
2024-07-26 10:57:15.827480,STOP
2024-07-26 10:57:15.858636,START
2024-07-26 11:02:49.794909,STOP
2024-07-26 11:02:50.010846,START
2024-07-26 11:05:32.859326,STOP
2024-07-26 11:05:32.885859,START
2024-07-26 11:06:32.518404,STOP
2024-07-26 11:06:32.553697,START
2024-07-26 11:07:26.666483,STOP
2024-07-26 11:07:26.691607,START
2024-07-26 11:08:20.342489,STOP
2024-07-26 11:08:20.373025,START
2024-07-26 11:09:15.494423,STOP
2024-07-26 11:09:15.520459,START
2024-07-26 11:10:21.987611,STOP
2024-07-26 11:10:22.020664,START
2024-07-26 11:11:18.190706,STOP
2024-07-26 11:11:18.218525,START
2024-07-26 11:12:19.369478,STOP
2024-07-26 11:12:19.395000,START
2024-07-26 11:13:36.259237,STOP
2024-07-26 11:13:36.282762,START
2024-07-26 11:14:58.242144,STOP
2024-07-26 11:14:58.268672,START
2024-07-26 11:15:46.032977,STOP
2024-07-26 11:15:46.059002,START
2024-07-26 11:16:32.529545,STOP
2024-07-26 11:16:32.557073,START
2024-07-26 11:17:20.046119,STOP
2024-07-26 11:17:20.070652,START
2024-07-26 11:18:07.929815,STOP
2024-07-26 11:18:07.958861,START
2024-07-26 11:19:40.454253,STOP
2024-07-26 11:19:40.472994,START
2024-07-26 11:24:54.190537,STOP
2024-07-26 11:24:54.280644,START
2024-07-26 11:28:43.738169,STOP
2024-07-26 11:28:43.952491,START
2024-07-26 11:30:15.985741,STOP
2024-07-26 11:30:16.016276,START
2024-07-26 11:31:01.327311,STOP
2024-07-26 11:31:01.378864,START
2024-07-26 11:31:47.860731,STOP
2024-07-26 11:31:47.883742,START
