time,start_or_stop
2024-07-26 10:52:01.936988,STOP
2024-07-26 10:52:01.965518,START
2024-07-26 10:52:51.877870,STOP
2024-07-26 10:52:51.922906,START
2024-07-26 10:53:43.500480,STOP
2024-07-26 10:53:43.525504,START
2024-07-26 10:54:35.781029,STOP
2024-07-26 10:54:35.801052,START
2024-07-26 10:55:28.557433,STOP
2024-07-26 10:55:28.580451,START
2024-07-26 10:56:19.437699,STOP
2024-07-26 10:56:19.458717,START
2024-07-26 10:57:11.308385,STOP
2024-07-26 10:57:11.329404,START
2024-07-26 11:02:33.714991,STOP
2024-07-26 11:02:33.744640,START
2024-07-26 11:05:27.769046,STOP
2024-07-26 11:05:27.797577,START
2024-07-26 11:06:26.473257,STOP
2024-07-26 11:06:26.501789,START
2024-07-26 11:07:19.106989,STOP
2024-07-26 11:07:19.134028,START
2024-07-26 11:08:12.146463,STOP
2024-07-26 11:08:12.171182,START
2024-07-26 11:09:05.013192,STOP
2024-07-26 11:09:05.043728,START
2024-07-26 11:10:06.018076,STOP
2024-07-26 11:10:06.045105,START
2024-07-26 11:10:53.593808,STOP
2024-07-26 11:10:53.623436,START
2024-07-26 11:11:46.188207,STOP
2024-07-26 11:11:46.220738,START
2024-07-26 11:12:40.827159,STOP
2024-07-26 11:12:40.880709,START
2024-07-26 11:14:19.546711,STOP
2024-07-26 11:14:19.576247,START
2024-07-26 11:15:12.624677,STOP
2024-07-26 11:15:12.648693,START
2024-07-26 11:15:59.092977,STOP
2024-07-26 11:15:59.111495,START
2024-07-26 11:16:44.793674,STOP
2024-07-26 11:16:44.823939,START
2024-07-26 11:17:32.631124,STOP
2024-07-26 11:17:32.663658,START
2024-07-26 11:18:19.953563,STOP
2024-07-26 11:18:19.989697,START
2024-07-26 11:21:05.113664,STOP
2024-07-26 11:21:05.230541,START
2024-07-26 11:26:19.447505,STOP
2024-07-26 11:26:19.470622,START
2024-07-26 11:29:50.426777,STOP
2024-07-26 11:29:50.450310,START
2024-07-26 11:30:31.337817,STOP
2024-07-26 11:30:31.373859,START
2024-07-26 11:31:15.947838,STOP
2024-07-26 11:31:15.973988,START
2024-07-26 11:32:03.358256,STOP
2024-07-26 11:32:03.479275,START
